H1,H3,ER1,ER3,TD1,TD3,H2,W,S,EDW,SIGMA,H,FNAME,Z0SE(1_SE),S0SE(1_SE),KBSENB(1_1),KFSENB(1_1),A(1_1)
6.9304,2.7586,4.4767,4.4401,0.02551,0.016436,1.0748,4.6209,3.8116,0.0020454,5.00E+07,15,SPIMDL01667.TAB,35.769898565321306,1.4208493928784135E8,0.05963853436814656,-3.2396167268466747E-12,0.4170607367826168
6.2072,9.5649,4.6546,3.1672,0.046874,0.046477,1.8393,7.0727,34.228,0.12052,5.00E+07,15,SPIMDL01668.TAB,41.14900047925661,1.5172472544015545E8,3.957108356839017E-4,-1.0356177615543414E-12,0.8874554992527741
5.1836,3.7097,3.9833,3.9653,0.0034159,0.024596,0.85763,7.3029,23.977,0.2103,5.00E+07,15,SPIMDL01669.TAB,32.64903047134576,1.5040989810971934E8,6.614042209107681E-5,9.085040612674245E-16,0.3946030577827332
1.5696,7.196,4.4817,4.0792,0.033922,0.027006,2.1223,7.8828,22.919,0.23834,5.00E+07,15,SPIMDL01670.TAB,18.42398661587268,1.4377232039939436E8,1.1269343456904552E-4,-1.2214803329348078E-13,0.5990840501245244
1.4266,10.493,4.5934,3.2528,0.036345,0.014772,2.4661,6.3432,10.1,0.52859,5.00E+07,15,SPIMDL01671.TAB,21.465281702243477,1.4706311185184276E8,0.007459470739860214,-1.8009215751780563E-11,0.4535880310797008
3.3499,5.1702,3.898,3.1873,0.0052215,0.046515,0.64606,8.9712,13.197,0.42261,5.00E+07,15,SPIMDL01672.TAB,28.619102205068135,1.5844022108180824E8,0.0011346589510313914,-1.118175693437048E-12,0.6798995689593732
3.8288,10.717,3.2672,3.8278,0.012474,0.021126,0.69253,2.3937,24.428,0.38059,5.00E+07,15,SPIMDL01673.TAB,68.15679631825375,1.5982402958699042E8,0.001126682855501679,1.3280022256138987E-12,0.36486897103139426
3.8464,6.0823,4.5372,4.5799,0.0024939,0.0066194,2.3245,5.3128,23.64,0.42725,5.00E+07,15,SPIMDL01674.TAB,35.94722721242532,1.4040733899543953E8,4.926664825430698E-4,3.8963494788606874E-14,0.12791114644944274
2.2754,2.23,3.5916,4.3373,0.040539,0.042906,1.9844,5.7447,18.923,0.0045579,5.00E+07,15,SPIMDL01675.TAB,20.706294264944354,1.4958088392140466E8,2.1982757970366387E-5,4.5040622368845773E-14,0.8275463481641357
5.8834,2.4776,4.4636,3.7376,0.0085276,0.02526,0.48966,4.563,5.915,0.26444,5.00E+07,15,SPIMDL01676.TAB,38.47364514603475,1.5002086205404648E8,0.01762501148142608,8.628296867441634E-12,0.43954170185240393
5.0792,5.3106,4.6873,4.012,0.015985,0.036143,1.2424,6.5868,30.314,0.40229,5.00E+07,15,SPIMDL01677.TAB,35.77604404752558,1.4414913389535958E8,4.960953719233188E-5,-2.106093918410118E-14,0.6436555857794054
2.7914,2.7884,3.0635,3.2415,0.026131,0.049722,1.5766,3.8355,8.5265,0.072494,5.00E+07,15,SPIMDL01678.TAB,34.88189081832395,1.684948224910928E8,0.005302454832231366,9.555109988476708E-13,0.7604022875550625
6.7349,3.3042,3.4403,3.3637,0.0087917,0.016984,2.3899,5.1063,9.6216,0.20823,5.00E+07,15,SPIMDL01679.TAB,39.441041330233666,1.6284975690757194E8,0.01838957124372755,-2.994258696690306E-14,0.2938354382267486
5.8942,4.6785,3.2912,4.2549,0.045114,0.045471,1.7376,3.4558,15.738,0.43747,5.00E+07,15,SPIMDL01680.TAB,47.85567720837015,1.525154096251008E8,0.004611464956428405,1.3422679979898127E-12,0.9504956555400244
6.586,11.804,4.4888,4.5454,0.028361,0.0034867,2.111,8.6162,10.982,0.0039411,5.00E+07,15,SPIMDL01681.TAB,39.3201516518894,1.410740784248802E8,0.037779590430113884,5.883468424056783E-13,0.21482152792111797
4.5749,9.2788,3.717,4.1052,0.030536,0.031656,1.5288,7.0757,22.463,0.023088,5.00E+07,15,SPIMDL01682.TAB,38.04497295519268,1.5192354091186085E8,0.0018901179525195578,1.2469235990879812E-12,0.6154932907299953
6.0314,8.5114,3.7064,3.1145,0.047518,0.030545,2.4885,6.8147,18.808,0.28341,5.00E+07,15,SPIMDL01683.TAB,43.22039379319034,1.6266951328430152E8,0.006597979289946284,-4.549258203594694E-12,0.63339202214235
3.0998,2.2832,3.2188,4.1484,0.013312,0.0080379,0.62722,2.2864,8.0189,0.12805,5.00E+07,15,SPIMDL01684.TAB,47.80177320327518,1.544244412255275E8,0.0032749744360308147,-4.627996029539666E-15,0.19252648618295679
2.7339,10.195,3.7893,4.3139,0.010504,0.046851,1.6851,3.7875,30.483,0.23139,5.00E+07,15,SPIMDL01685.TAB,40.02776038356055,1.4964092872903562E8,2.2664919051513973E-4,3.214696504327922E-13,0.7720159095166333
1.9846,2.2871,3.7699,3.691,0.045061,0.026004,0.34516,2.1271,32.934,0.20692,5.00E+07,15,SPIMDL01686.TAB,45.28300481485692,1.552402521157554E8,1.0091455433842035E-10,-1.3900862370767083E-18,0.5998831801795977
1.6521,12.894,3.2945,4.1941,0.0071645,0.01246,1.1743,6.256,15.803,0.23296,5.00E+07,15,SPIMDL01687.TAB,27.740858972633966,1.5890650184206098E8,0.002917678769479212,5.297981267340867E-12,0.21903236535411733
3.5075,10.766,3.3435,4.554,0.015762,0.020942,1.4885,5.2729,7.6163,0.43181,5.00E+07,15,SPIMDL01688.TAB,42.299216134628175,1.5287436000198707E8,0.03822737237897378,4.658035544061345E-11,0.3935146832996455
5.6771,11.461,4.4208,3.0313,0.015918,0.0030922,2.4085,2.0396,15.645,0.39705,5.00E+07,15,SPIMDL01689.TAB,68.54322632775447,1.566835646783728E8,0.018531324972033726,-2.756742186030531E-11,0.12735966072625604
6.5113,12.592,3.7367,3.0627,0.037847,0.025201,1.8265,6.3243,30.164,0.5918,5.00E+07,15,SPIMDL01690.TAB,52.427627667736466,1.622287653637189E8,0.0019449327655285142,-2.2651651873280557E-12,0.5242049565104634
1.7204,2.51,4.4223,3.2609,0.04842,0.019598,0.53255,2.0241,26.632,0.27978,5.00E+07,15,SPIMDL01691.TAB,43.68138985837855,1.52884964514999E8,2.4306859828515748E-9,-3.3722767273000206E-17,0.5322787677529572
4.7278,7.6287,3.5541,3.3118,0.022016,0.0033049,0.53578,8.1844,33.103,0.55962,5.00E+07,15,SPIMDL01692.TAB,42.173690040891074,1.6149828010689542E8,4.2384684370686755E-5,-1.8351978632146075E-14,0.15710669480429362
4.1995,8.5513,4.4417,3.2961,0.017386,0.023224,1.0718,4.1757,4.8836,0.48471,5.00E+07,15,SPIMDL01693.TAB,50.40045798379458,1.5167587240331697E8,0.06273591705496477,-5.048889681864854E-11,0.4359573713373989
6.9186,9.9362,3.176,3.1149,0.012461,0.013987,1.1345,8.6434,13.9,0.40843,5.00E+07,15,SPIMDL01694.TAB,49.331716302010776,1.6900919990440825E8,0.015828892380766943,-7.603509309997027E-13,0.24969045609995735
2.0316,12.208,3.999,3.6687,0.0087679,0.032538,0.86049,4.0063,10.469,0.63442,5.00E+07,15,SPIMDL01695.TAB,39.10153839272937,1.521566028842339E8,0.00859088465117333,-5.290745889907544E-12,0.5275346936987249
2.7827,9.4862,3.1147,4.6337,0.021267,0.024587,2.0725,7.032,21.387,0.32132,5.00E+07,15,SPIMDL01696.TAB,31.1960668326625,1.5585261318055555E8,0.0015449904799015326,4.906986331605612E-12,0.4616174743724643
2.976,3.3766,3.4304,3.5827,0.045673,0.027155,2.2808,8.9117,8.3094,0.42525,5.00E+07,15,SPIMDL01697.TAB,22.32398239650323,1.6000182462382483E8,0.006934800050930081,1.154408029671447E-12,0.5914929867920334
1.4832,10.331,3.5146,4.4841,0.0089199,0.020634,2.3807,2.4697,18.771,0.57202,5.00E+07,15,SPIMDL01698.TAB,37.06823025469503,1.5149779207891414E8,0.0018414197004929923,3.5052588568739954E-12,0.36087170007492625
6.3562,12.978,3.9546,3.0537,0.040819,0.036167,2.1215,4.9659,27.028,0.39814,5.00E+07,15,SPIMDL01699.TAB,54.09264853295699,1.6003413058925354E8,0.0036783845798974805,-5.46059664609492E-12,0.6904723559773968
1.641,6.0086,3.4258,4.6458,0.03825,0.01011,1.1015,6.3058,3.3763,0.73737,5.00E+07,15,SPIMDL01700.TAB,25.377010923293717,1.5314033948803976E8,0.031661827589734876,4.337027666953155E-11,0.3458559503457801
3.4432,6.7176,4.4981,3.8638,0.006525,0.036229,1.6583,7.3948,33.302,0.082132,5.00E+07,15,SPIMDL01701.TAB,29.792009394410528,1.4613022418743086E8,2.097430984877916E-5,-3.516334746280513E-14,0.5905986986466863
5.3273,12.681,4.202,3.7638,0.011262,0.014579,1.097,7.4307,2.0579,0.22799,5.00E+07,15,SPIMDL01702.TAB,44.1607106936812,1.496496796487685E8,0.1425014447353592,-7.57669244170898E-11,0.2835877904896862
4.1021,3.6561,3.8911,3.7881,0.0027001,0.010743,0.45676,2.6301,31.112,0.28593,5.00E+07,15,SPIMDL01703.TAB,57.04308714695737,1.530903912963561E8,1.4915435396297556E-6,5.721237660006725E-17,0.18199377015812582
3.9915,2.0036,4.2229,4.3429,0.016903,0.0065678,2.3191,7.6073,4.9136,0.35537,5.00E+07,15,SPIMDL01704.TAB,20.699554802672274,1.44515031143477E8,0.02197345709976247,3.176197955864897E-13,0.1982810613131088
4.2926,5.3371,3.3317,3.2654,0.026052,0.02168,0.4842,5.114,12.282,0.16981,5.00E+07,15,SPIMDL01705.TAB,47.652506279860056,1.6506161006521848E8,0.0039012998287069134,-1.7998185642852755E-13,0.4265726344066809
2.3313,3.1839,3.1496,3.707,0.040333,0.032698,2.1817,7.6408,29.016,0.24256,5.00E+07,15,SPIMDL01706.TAB,21.857362913829313,1.6190977712101385E8,1.4310692514666373E-6,4.459389843820344E-15,0.6328709581867763
2.185,11.325,4.4183,3.1465,0.0023362,0.028741,0.99158,7.6293,16.088,0.17271,5.00E+07,15,SPIMDL01707.TAB,26.830668767962763,1.4979783507028326E8,0.0019278896800184134,-5.4463398692874785E-12,0.450576966162376
4.8461,10.644,3.1439,3.1256,0.0089338,0.020546,2.3658,3.7034,23.305,0.015514,5.00E+07,15,SPIMDL01708.TAB,56.20146769894669,1.6932757188189346E8,0.003860908680364511,-1.2977830346865915E-13,0.32138748853685467
6.8166,3.7001,4.026,4.4024,0.0428,0.024104,2.2869,4.6137,4.0428,0.011438,5.00E+07,15,SPIMDL01709.TAB,36.87391665061082,1.4500844506338996E8,0.09065447248132982,-6.629461914423389E-12,0.8481638512051393
3.9294,2.6354,3.7761,3.1012,0.024966,0.01455,1.0242,3.0027,28.462,0.58616,5.00E+07,15,SPIMDL01710.TAB,48.64874814158633,1.632490025146852E8,1.7646596729184616E-6,2.42299271397124E-15,0.33444342918289155
6.2141,8.5287,3.7971,4.6874,0.0029358,0.049675,2.2655,4.673,15.089,0.013909,5.00E+07,15,SPIMDL01711.TAB,44.74707893709547,1.4496693629330894E8,0.0168781885945286,1.1618056079129734E-11,0.8295865806884973
1.5237,8.8563,3.6471,3.1564,0.044152,0.0070329,2.3253,2.3967,16.672,0.67693,5.00E+07,15,SPIMDL01712.TAB,40.94532357004662,1.6181160689816725E8,0.0017304229480095612,-1.8141567656859198E-12,0.3123558669632896
2.2495,6.1327,3.0691,4.4689,0.029836,0.029582,0.88305,8.1584,15.716,0.15032,5.00E+07,15,SPIMDL01713.TAB,25.423430727185128,1.5843523947365803E8,6.261353883173438E-4,1.96885693723826E-12,0.5633050904578103
1.5204,6.2125,4.6029,4.6833,0.035389,0.049107,2.3665,2.001,27.943,0.45061,5.00E+07,15,SPIMDL01714.TAB,33.796691673412916,1.391622741571005E8,3.2117469863005435E-5,5.893279225880597E-14,0.9528091887942861
2.8329,11.057,3.3559,3.3958,0.0069421,0.046911,0.68264,8.2669,23.752,0.38583,5.00E+07,15,SPIMDL01715.TAB,30.885688528297628,1.6332493124738622E8,4.860570161167008E-4,3.4608457345987446E-13,0.8988987103146608
5.2288,5.0104,4.2612,3.515,0.032981,0.045504,0.95098,3.4725,2.1568,0.52429,5.00E+07,15,SPIMDL01716.TAB,51.64438667007175,1.52753089505289E8,0.12570975688423192,-5.0047561722427925E-11,0.8079746163333744
5.9276,9.3657,4.007,4.6166,0.018748,0.033681,1.8071,8.5061,30.748,0.2653,5.00E+07,15,SPIMDL01717.TAB,36.65427393418488,1.445408204449552E8,6.978117724040371E-4,6.436807077514901E-13,0.6191437256804421
5.7441,6.0573,3.0665,3.5711,0.031284,0.020725,1.6522,3.8306,5.954,0.56511,5.00E+07,15,SPIMDL01718.TAB,55.66966017510463,1.6389892123361668E8,0.06204148931760281,7.32778229942602E-12,0.4347677378876416
6.0126,6.1355,4.2203,4.5494,0.033556,0.044466,1.495,6.7235,3.3333,0.37416,5.00E+07,15,SPIMDL01719.TAB,36.9776785630367,1.429306938005369E8,0.09612462586119234,-6.824236605966903E-12,0.8524953410313206
6.9387,8.8848,3.5545,4.6281,0.019322,0.021889,1.0795,6.6938,31.235,0.57008,5.00E+07,15,SPIMDL01720.TAB,47.63985468420427,1.4819257211249468E8,6.427033071771586E-4,6.811997840039877E-13,0.4367515339104728
5.6728,9.1519,4.3298,3.1606,0.038584,0.040735,1.2488,5.9947,24.239,0.27202,5.00E+07,15,SPIMDL01721.TAB,46.11620506113356,1.546326402134444E8,0.0015527551628863006,-2.6362481239217304E-12,0.76117253717939
2.2787,8.237,4.4833,3.4239,0.035669,0.032022,1.1592,6.2001,10.405,0.69344,5.00E+07,15,SPIMDL01722.TAB,29.77824952531662,1.4813307420728526E8,0.005478010086587255,-1.0660660255120988E-11,0.6610174477209831
2.7167,10.775,3.2145,4.6797,0.014613,0.019428,0.4889,8.6991,2.5185,0.67534,5.00E+07,15,SPIMDL01723.TAB,30.9695143496088,1.5633892991185182E8,0.06383188823315664,7.19429675422309E-11,0.36266071315215875
6.4897,2.1112,3.9964,3.5,0.02477,0.040243,2.3076,7.8071,13.315,0.408,5.00E+07,15,SPIMDL01724.TAB,23.847339042256,1.572386273063256E8,0.002751365866875217,8.734559445955605E-13,0.6824620864796016
2.3055,7.0112,3.4908,4.0567,0.032728,0.016704,0.60424,3.745,6.3045,0.3844,5.00E+07,15,SPIMDL01725.TAB,43.42154965683133,1.555413106411006E8,0.01913475227383616,1.3468075619478999E-11,0.4091571538574293
2.3108,12.284,4.1251,3.0966,0.010457,0.022756,2.2303,4.3406,32.762,0.13686,5.00E+07,15,SPIMDL01726.TAB,36.57205983255619,1.5591959871792486E8,2.121564138291661E-4,-5.714534642399921E-13,0.4002182171879872
3.5244,12.416,3.7557,3.406,0.042506,0.041496,0.82801,5.6748,30.459,0.45024,5.00E+07,15,SPIMDL01727.TAB,42.96345676554291,1.5757142113796812E8,3.5455106861159626E-4,-3.3647601930332544E-13,0.7743686581997866
4.3618,11.916,4.5689,4.6406,0.048499,0.028441,1.0859,7.4771,21.403,0.53996,5.00E+07,15,SPIMDL01728.TAB,36.37137249522076,1.3981122770698902E8,0.0027819639803917592,3.392225589428566E-13,0.7106956879393047
1.8302,2.6205,3.5009,3.8674,0.044258,0.022737,1.1408,6.3355,24.025,0.65601,5.00E+07,15,SPIMDL01729.TAB,22.543240583231317,1.5646154199253663E8,2.4486411273435186E-7,1.2214646981560418E-15,0.54020093740147
1.4961,11.009,3.4284,4.546,0.049858,0.036668,2.3711,8.2031,19.244,0.35592,5.00E+07,15,SPIMDL01730.TAB,18.963203243703703,1.5486606349763945E8,0.0013775694811686548,3.2656162516926884E-12,0.7559852887954074
3.381,2.2207,4.6421,3.4957,0.0096013,0.035162,0.4296,4.7773,15.938,0.5599,5.00E+07,15,SPIMDL01731.TAB,32.479963507154515,1.5043681345660648E8,3.422481203748262E-5,3.851478857864827E-14,0.5806195407949875
2.2474,10.423,4.1327,3.4694,0.01068,0.030006,1.4187,4.5274,15.664,0.13799,5.00E+07,15,SPIMDL01732.TAB,35.568009135290914,1.5234553548792848E8,0.0031192845901599504,-4.252787891777865E-12,0.49931594960198555
4.8302,4.8574,4.5435,4.2829,0.037748,0.0055409,0.52613,2.3341,25.983,0.014968,5.00E+07,15,SPIMDL01733.TAB,58.47498906916656,1.4290286582795304E8,8.425943227590452E-5,3.307087832783156E-15,0.29692628555664685
6.58,11.842,3.2255,3.7739,0.046645,0.027485,1.2913,6.6589,12.394,0.099187,5.00E+07,15,SPIMDL01734.TAB,50.469329787104165,1.6059417155196017E8,0.028925239642054894,1.2564231949099787E-11,0.5980669709399056
3.911,2.5851,3.8948,4.375,0.036352,0.04311,2.1763,6.5579,23.392,0.64214,5.00E+07,15,SPIMDL01735.TAB,24.76889030083043,1.4642648227133116E8,3.407339384034903E-5,1.0336260057518207E-14,0.8262677432960983
6.4034,8.0505,3.1083,3.4752,0.040372,0.03256,1.3705,3.1945,2.97,0.59652,5.00E+07,15,SPIMDL01736.TAB,65.34886368240471,1.6495400659121308E8,0.14431276673105609,-4.0838495121690807E-11,0.6230582921215113
2.5376,9.0262,4.35,3.4475,0.0034954,0.038803,2.0082,5.4645,23.916,0.14338,5.00E+07,15,SPIMDL01737.TAB,31.975079130076704,1.5038156810825303E8,4.7792025496434375E-4,-1.05383351350797E-12,0.5981397281061204
6.3334,12.265,3.2155,3.8465,0.0012342,0.046114,1.5915,5.3303,21.953,0.13051,5.00E+07,15,SPIMDL01738.TAB,53.336827146212165,1.5981187323389056E8,0.007372348123280476,6.091925802640856E-12,0.6460670431958657
4.4596,11.195,4.3853,3.7818,0.024986,0.015244,1.0088,5.363,22.755,0.50189,5.00E+07,15,SPIMDL01739.TAB,47.13564331961437,1.4762698419073778E8,0.0019788567065912917,-2.090548852213476E-12,0.3679098872980226
3.0141,3.0912,3.1013,4.6038,0.0043312,0.011921,2.2742,2.9034,29.826,0.3013,5.00E+07,15,SPIMDL01740.TAB,38.589695487909424,1.502871576179174E8,6.6383654492471305E-6,1.3481615012108609E-14,0.44756096443754306
6.7318,8.7336,4.6427,4.5617,0.019461,0.043541,2.0463,6.9248,18.84,0.70162,5.00E+07,15,SPIMDL01741.TAB,40.019325944642354,1.3976782928112957E8,0.007148914274376432,-4.72097902288884E-13,0.7900109259991238
5.6633,8.0698,4.2876,3.2398,0.0020825,0.011285,0.87221,7.7662,28.858,0.35764,5.00E+07,15,SPIMDL01742.TAB,43.429211960365336,1.5412731831879148E8,3.087012066526768E-4,-4.312902531544684E-13,0.18990539640282914
3.5437,11.061,3.1307,4.4473,0.01683,0.002645,1.8939,7.3104,21.747,0.30339,5.00E+07,15,SPIMDL01743.TAB,37.049168501952,1.5678021740495378E8,0.002683146265472003,6.589077919276603E-12,0.1245243693085065
2.6957,11.785,3.2552,4.3995,0.045325,0.0096287,1.3652,6.0763,31.64,0.14531,5.00E+07,15,SPIMDL01744.TAB,35.49768840865667,1.5642163950851864E8,2.567866962826996E-4,7.783770816704481E-13,0.36352110124957554
1.5834,2.316,4.4453,3.0808,0.048734,0.00088085,2.1151,3.8772,3.4971,0.25437,5.00E+07,15,SPIMDL01745.TAB,25.814597978817183,1.5529202457072052E8,0.027811439892844923,-3.811331814423481E-11,0.2664754326315614
4.6414,12.622,3.1845,3.3464,0.0445,0.037881,1.8489,4.2327,6.1587,0.33184,5.00E+07,15,SPIMDL01746.TAB,53.50339029064845,1.6605229533117756E8,0.07697509675399547,1.4044459811391572E-12,0.7023284551824271
6.0128,8.9918,4.4075,3.3263,0.048241,0.038268,0.99713,6.8525,18.16,0.10645,5.00E+07,15,SPIMDL01747.TAB,43.69020463862474,1.5220036162253076E8,0.005044124626787593,-5.461576317890548E-12,0.7834735848752461
6.0858,12.03,4.067,3.9446,0.018831,0.031473,0.86332,8.4738,12.917,0.73433,5.00E+07,15,SPIMDL01748.TAB,43.4629754370381,1.4963800531053266E8,0.018263704338352418,-2.1231581320179333E-12,0.5730857383540336
6.0659,8.2533,3.1447,3.0807,0.0011842,0.046107,0.98479,5.5952,20.913,0.33059,5.00E+07,15,SPIMDL01749.TAB,54.227948635283354,1.699234085880102E8,0.002781470967228243,-1.870119248551892E-13,0.6076561328368707
2.2502,10.993,4.6195,3.1379,0.041735,0.010215,2.2028,3.274,12.109,0.60201,5.00E+07,15,SPIMDL01750.TAB,40.6163472656392,1.5049402779360315E8,0.009280976389703956,-2.3532221763940678E-11,0.3802296972922505
3.886,7.723,3.3837,3.4739,0.010803,0.0010539,0.43872,6.3648,3.2199,0.61063,5.00E+07,15,SPIMDL01751.TAB,46.19310591950849,1.620699383435051E8,0.06515200044781627,-8.481741480031435E-13,0.07453227876701324
5.6846,4.8433,4.1452,3.9526,0.025335,0.0079381,1.7226,3.9331,18.321,0.17592,5.00E+07,15,SPIMDL01752.TAB,46.593948208844196,1.4931280439769953E8,0.002267663636760074,-1.816887430482807E-13,0.26626793875578025
6.6159,7.6953,3.17,4.4912,0.048967,0.021837,1.0084,5.5034,32.025,0.47644,5.00E+07,15,SPIMDL01753.TAB,50.600554950033725,1.5273418727192914E8,3.2345485662833525E-4,3.9440523048180327E-13,0.5619751811536445
5.9655,6.0984,3.6553,4.3182,0.036942,0.011069,0.93545,4.2432,25.223,0.19697,5.00E+07,15,SPIMDL01754.TAB,51.701049063767655,1.496189785278049E8,5.251729063186256E-4,1.7917721959401178E-13,0.3602435395974496
6.4491,5.8594,3.357,4.1575,0.027828,0.014908,2.1208,4.6611,5.4053,0.094889,5.00E+07,15,SPIMDL01755.TAB,46.31849790736263,1.532726442407562E8,0.08137249273449676,9.913955607941758E-12,0.36854075638288825
1.9087,3.7596,3.282,3.74,0.040201,0.03109,0.73015,3.5893,34.721,0.30792,5.00E+07,15,SPIMDL01756.TAB,36.79968886588811,1.6059578353120032E8,1.1801990683796712E-7,1.4929670480118226E-15,0.6186626544527725
6.0353,9.4454,4.3888,4.4894,0.02914,0.047856,2.3116,7.6673,33.176,0.054894,5.00E+07,15,SPIMDL01757.TAB,35.92019273886989,1.4228502207767263E8,6.111177651014672E-4,1.0440645146306801E-13,0.8829979744165354
5.0142,3.0999,3.5231,4.6537,0.03423,0.021124,1.3122,3.7764,8.4355,0.084924,5.00E+07,15,SPIMDL01758.TAB,39.03423945195675,1.45703881641708E8,0.013060271092151264,-3.5037429325178676E-13,0.5112986127222103
1.7732,7.9994,3.3581,3.9306,0.014922,0.029901,1.1109,5.2113,15.543,0.39039,5.00E+07,15,SPIMDL01759.TAB,30.80166506012998,1.589884067585399E8,0.0011485727470257954,1.5383795091731388E-12,0.4965387440574659
1.5292,6.1851,3.4038,3.3183,0.010166,0.009119,1.4708,4.4805,4.5657,0.16203,5.00E+07,15,SPIMDL01760.TAB,30.779460258910714,1.6327273486596563E8,0.027202043294116497,-3.6298311151777863E-12,0.18039167316467503
2.4739,11.039,4.1381,3.19,0.028991,0.04763,1.7701,5.8431,29.683,0.019398,5.00E+07,15,SPIMDL01761.TAB,31.29739203077896,1.5443030660093376E8,2.1607840639013555E-4,-5.811397850285563E-13,0.8103527912878686
1.7772,8.1779,3.9287,4.0896,0.022305,0.012678,1.9187,7.5959,2.8664,0.74545,5.00E+07,15,SPIMDL01762.TAB,22.95685709082227,1.502483334925954E8,0.05099608511203606,6.935543889653075E-12,0.3130715707863237
6.0661,2.3844,4.3157,3.9011,0.040729,0.031717,0.34778,3.3993,26.993,0.55405,5.00E+07,15,SPIMDL01763.TAB,44.79632605355437,1.4890115928642544E8,9.879476948157257E-6,1.2860610736689636E-14,0.6886125386404747
3.9154,4.9169,4.1221,3.2113,0.037723,0.049875,0.98135,2.4493,16.919,0.73541,5.00E+07,15,SPIMDL01764.TAB,56.92853722221019,1.5698445816288838E8,9.508760381537989E-4,-9.944224466610682E-13,0.8690205730555067
5.3424,2.1814,3.6615,3.2562,0.0087553,0.024303,1.6732,7.6818,28.65,0.71434,5.00E+07,15,SPIMDL01765.TAB,26.79347837486637,1.6296442901378763E8,7.1811981194509455E-6,7.232495271039135E-15,0.3823227288042523
4.5175,2.1801,3.32,4.2163,0.026556,0.02097,0.57583,6.8705,17.808,0.35478,5.00E+07,15,SPIMDL01766.TAB,26.784612009654424,1.5182549497833353E8,4.783859655184167E-5,-1.2911657235702953E-13,0.4843465132122418
5.857,11.855,3.1822,3.5789,0.010104,0.048895,1.0961,2.0174,14.046,0.74048,5.00E+07,15,SPIMDL01767.TAB,79.13974000356478,1.631372707230842E8,0.020705231834991226,7.895097103358358E-12,0.7111520123259276
2.424,5.0046,3.1507,4.4729,0.020044,0.014884,0.89598,5.3541,2.924,0.63665,5.00E+07,15,SPIMDL01768.TAB,34.626001518453414,1.5572507640655282E8,0.0500603624515102,4.5255787426551747E-11,0.3222308733896838
4.5964,11.758,4.1545,3.3501,0.027955,0.014799,0.62511,7.5481,28.005,0.23403,5.00E+07,15,SPIMDL01769.TAB,42.74465370240738,1.5322448666001216E8,6.581081756010162E-4,-1.1290331956374885E-12,0.38495170910488774
3.1609,2.2395,3.4175,3.5066,0.0086235,0.037218,1.2472,8.6197,23.91,0.71448,5.00E+07,15,SPIMDL01770.TAB,21.5491544862297,1.609334356161326E8,1.3922440069477407E-6,1.141731239125581E-15,0.559105139556892
6.6418,5.6995,3.4192,4.6619,0.02137,0.045248,1.2708,6.8506,30.381,0.087282,5.00E+07,15,SPIMDL01771.TAB,38.08649518877081,1.4761775672142208E8,1.8443544163684156E-4,7.270439775674935E-14,0.7805366577768286
3.9088,5.0256,3.3458,4.4266,0.028055,0.04338,2.2699,2.9164,6.2756,0.09005,5.00E+07,15,SPIMDL01772.TAB,43.027118768727085,1.507338291995341E8,0.05159170404348849,3.300895285243182E-11,0.7873230614553359
5.7398,5.9166,3.9286,3.064,0.021799,0.045782,2.2809,7.6404,25.766,0.00073864,5.00E+07,15,SPIMDL01773.TAB,35.80789341895893,1.6158748190963924E8,5.952052788338895E-4,-5.94161956099201E-13,0.7212669950791855
3.7872,3.9925,3.9617,3.1521,0.031114,0.0016883,2.2245,5.8115,11.23,0.23001,5.00E+07,15,SPIMDL01774.TAB,34.56425792239414,1.6012216990698153E8,0.005720208050647818,-4.38355563041792E-12,0.19372812666945735
4.1145,7.5261,4.3363,3.0229,0.027078,0.013512,0.76009,6.0181,13.917,0.27756,5.00E+07,15,SPIMDL01775.TAB,43.15522524714182,1.54999964791074E8,0.004239871782907052,-7.174156178342646E-12,0.33694579668519836
1.9236,4.9611,4.2055,4.1356,0.048291,0.0097232,1.9897,2.5971,30.86,0.09273,5.00E+07,15,SPIMDL01776.TAB,36.332771019518965,1.4678884381997147E8,1.9799957422343754E-6,-2.81718160378887E-14,0.44826300374308053
2.3817,11.94,3.1042,4.2017,0.0069024,0.037437,1.3864,5.0696,26.924,0.5271,5.00E+07,15,SPIMDL01777.TAB,37.43179042159395,1.602488654226163E8,5.425290885072977E-4,1.5283299860578165E-12,0.5564986234449332
4.9243,12.319,3.8191,3.8152,0.031441,0.0054542,0.33406,3.2052,7.3223,0.71795,5.00E+07,15,SPIMDL01778.TAB,69.57399291323959,1.5343934211477688E8,0.047003683771321275,-3.1466507279363924E-12,0.2551626657507028
6.1788,11.068,3.9609,3.7849,0.026978,0.0043104,1.2941,5.2631,29.061,0.24354,5.00E+07,15,SPIMDL01779.TAB,54.08402708701397,1.522777146293763E8,0.0014726925202075726,-3.682314604952266E-13,0.20476646854324518
3.4807,2.0907,3.9154,4.5917,0.047031,0.013033,1.6218,8.66,28.758,0.59109,5.00E+07,15,SPIMDL01780.TAB,19.00311625439708,1.439029020395707E8,4.293838719662612E-7,3.3961485681204074E-16,0.45561950755977976
4.5726,7.5018,4.4382,4.5789,0.038311,0.013508,1.418,4.2048,29.167,0.49809,5.00E+07,15,SPIMDL01781.TAB,46.058817824775836,1.4119913188712925E8,2.445567793615042E-4,2.9535547565589654E-14,0.4279616142620845
