H1,H3,ER1,ER3,TD1,TD3,H2,W,S,EDW,SIGMA,H,FNAME,Z0SE(1_SE),S0SE(1_SE),KBSENB(1_1),KFSENB(1_1),A(1_1)
3.8165,11.765,4.1947,4.541,0.0028621,0.0011847,0.97096,2.3083,23.017,0.29069,5.00E+07,15,SPIMDL08688.TAB,62.033811861667125,1.4368026249798843E8,0.002082445351179825,1.32406782386767E-12,0.04717282678278116
4.8812,12.334,4.0084,4.3594,0.003091,0.015016,1.6361,2.6337,16.33,0.25252,5.00E+07,15,SPIMDL08689.TAB,60.17382951009672,1.4662121551615873E8,0.01387617708887214,6.754486651724459E-12,0.3109933302951694
5.0873,9.5693,3.77,3.8803,0.048114,0.011528,0.55612,4.1955,2.7048,0.74761,5.00E+07,15,SPIMDL08690.TAB,58.83894180627096,1.533888361196845E8,0.11698436222070496,-2.6766651245456425E-11,0.4141116281241716
1.982,9.3454,3.4008,3.6658,0.00185,0.0429,0.42444,7.0631,14.225,0.0036582,5.00E+07,15,SPIMDL08691.TAB,28.32481210757752,1.6065383613434836E8,0.0016577212243143527,1.016158026917766E-12,0.6075554778656025
6.2708,11.615,3.5997,4.4077,0.03373,0.046268,1.7622,5.6878,22.859,0.41193,5.00E+07,15,SPIMDL08692.TAB,47.74066642623929,1.501017932899859E8,0.005769185749032419,6.003608414758864E-12,0.8364176303797269
4.4164,2.8582,4.0081,4.6223,0.0015144,0.0045639,1.7609,5.1799,3.2048,0.49293,5.00E+07,15,SPIMDL08693.TAB,32.61662397404797,1.431001073838693E8,0.0622540362948554,1.6697907937623392E-12,0.10276202166565247
2.4686,6.7556,3.5714,3.5091,0.0052548,0.014336,1.2608,2.6121,6.5756,0.11077,5.00E+07,15,SPIMDL08694.TAB,51.896559643577284,1.592774447018035E8,0.029596940859449423,-3.0891836485059606E-11,0.30102863945972647
6.6472,9.624,3.8772,3.2224,0.015235,0.01892,2.1966,4.5858,19.098,0.089314,5.00E+07,15,SPIMDL08695.TAB,54.544854051046094,1.5965645990127027E8,0.009514732220764155,-6.169240481401761E-12,0.3624963491355644
2.2655,6.9556,3.524,4.1302,0.036718,0.047998,0.38864,2.3728,7.9548,0.60424,5.00E+07,15,SPIMDL08696.TAB,52.962338975917916,1.543949075850853E8,0.010584677820623813,9.517432582634854E-12,0.8539884022970213
1.6458,12.888,4.2935,4.6395,0.00040377,0.015629,1.4631,3.6995,16.497,0.74029,5.00E+07,15,SPIMDL08697.TAB,33.79088665800076,1.4267501441624755E8,0.002716165533524519,1.86130382470463E-12,0.2621180997826521
3.1282,12.092,3.8221,4.6139,0.026009,0.031926,2.2273,6.8487,6.5952,0.59001,5.00E+07,15,SPIMDL08698.TAB,32.38265336592766,1.4753938332801247E8,0.04593758938556537,3.735660746420737E-11,0.6171918625462912
3.5272,2.4008,4.3122,4.4872,0.044063,0.034895,2.2151,7.1478,13.829,0.21192,5.00E+07,15,SPIMDL08699.TAB,20.858642016058933,1.4257259463406554E8,7.780573303468784E-4,1.0383306937050542E-13,0.7682624889604908
6.5611,10.42,4.3548,4.1331,0.046597,0.017957,1.1003,3.5266,22.26,0.2809,5.00E+07,15,SPIMDL08700.TAB,59.72921601146414,1.4554250642527935E8,0.004766298389516774,-1.0511174088025796E-12,0.5215469532501966
2.9221,9.8796,3.2866,3.7078,0.022744,0.011327,2.3128,8.268,22.665,0.42226,5.00E+07,15,SPIMDL08701.TAB,30.843327212335076,1.6143938766428795E8,0.0011866550397285403,1.1299093247874128E-12,0.27161499026611624
5.2053,4.3169,3.3164,3.1462,0.017928,0.013533,1.0152,5.3682,17.331,0.5202,5.00E+07,15,SPIMDL08702.TAB,46.441322288760134,1.6705682214407396E8,0.0010493311579976455,-2.357148989850743E-14,0.2710804088926622
2.2674,6.4245,4.3862,4.2056,0.03095,0.040883,0.85415,3.7173,19.464,0.30916,5.00E+07,15,SPIMDL08703.TAB,37.044014005591094,1.4438957549596784E8,2.2399335469563893E-4,-1.3973532957212716E-13,0.7827826367362903
4.1829,4.6614,4.2271,3.0632,0.0081888,0.00044009,2.225,6.8362,15.543,0.14568,5.00E+07,15,SPIMDL08704.TAB,34.19352588839356,1.5835134675914642E8,0.0022016088668770422,-2.8835153053611493E-12,0.04797973661464497
6.0189,12.15,3.9701,3.5451,0.036744,0.040571,2.3697,7.8616,31.875,0.58825,5.00E+07,15,SPIMDL08705.TAB,41.55332006940827,1.5438423699044138E8,0.0013364041603531754,-1.0695399093529862E-12,0.7518884004517499
2.5804,3.8458,3.4745,3.2361,0.010139,0.042978,0.56752,6.9475,5.6533,0.47365,5.00E+07,15,SPIMDL08706.TAB,29.222580039204235,1.633849082680477E8,0.008680311788968489,-1.877844681483037E-12,0.6453887127069962
3.467,2.9482,4.4257,3.6877,0.00064717,0.044374,2.0161,3.6353,31.262,0.60222,5.00E+07,15,SPIMDL08707.TAB,36.1999208356795,1.5011295859218583E8,1.8971065158318838E-6,-8.593111996597845E-16,0.689355644885969
1.9495,3.9467,3.2593,3.6567,0.0072402,0.02365,2.3183,8.9048,2.07,0.19574,5.00E+07,15,SPIMDL08708.TAB,19.64816260474107,1.618786115997588E8,0.06553438593204297,1.8618529087342912E-11,0.3700174763356126
6.6316,2.4466,3.9749,3.0949,0.031295,0.025817,2.2784,3.3774,3.6319,0.32678,5.00E+07,15,SPIMDL08709.TAB,41.88348564680928,1.6363834244681153E8,0.08246549741653762,-4.7832526758627475E-12,0.5072841052290182
5.9379,5.5078,4.4727,4.4638,0.038519,0.048924,1.2041,4.4976,20.763,0.024831,5.00E+07,15,SPIMDL08710.TAB,42.139181556847696,1.418344558408472E8,0.0013519731952527899,1.0956663023230902E-14,0.9450956322385482
5.7005,8.8876,4.6686,3.867,0.019898,0.018609,1.7147,6.0782,2.2906,0.62232,5.00E+07,15,SPIMDL08711.TAB,44.19308386907249,1.4506383712702537E8,0.14198522432694244,-8.635276024854591E-11,0.397033240236314
3.3931,4.1598,4.5154,3.0744,0.035889,0.023156,1.5171,8.7865,14.517,0.017135,5.00E+07,15,SPIMDL08712.TAB,25.090301060451523,1.5434596965702558E8,8.630108404988649E-4,-1.7122821259353594E-12,0.5140893216442063
5.4548,10.934,3.7363,3.37,0.039205,0.048008,1.9073,5.3095,5.2662,0.29454,5.00E+07,15,SPIMDL08713.TAB,48.00422064765452,1.5891557834304494E8,0.09007059091956912,-3.3681176961208675E-11,0.8340252833309835
3.6228,8.788,4.0591,3.9313,0.0098629,0.039404,0.61926,7.8362,14.614,0.39221,5.00E+07,15,SPIMDL08714.TAB,34.35235392130085,1.4973420744333035E8,0.0034694966972617933,-7.115168015443004E-13,0.6405146210300249
2.7817,4.6257,4.5708,3.6679,0.01842,0.018378,1.3766,5.1255,32.343,0.080446,5.00E+07,15,SPIMDL08715.TAB,32.23590351170092,1.4750432973851225E8,1.3380120965193993E-6,-6.015619889691877E-15,0.3823182113746529
3.2836,11.685,3.7693,4.5285,0.0062959,0.0073272,1.9717,8.2577,17.836,0.32022,5.00E+07,15,SPIMDL08716.TAB,31.707191317394877,1.488372412011535E8,0.004858101906766473,6.214921496164809E-12,0.14941670193142276
5.9417,11.464,4.2134,3.8621,0.021048,0.0018364,0.69544,7.6016,8.3542,0.23393,5.00E+07,15,SPIMDL08717.TAB,46.73978536740852,1.48823458010555E8,0.039318761754568284,-9.795853462271184E-12,0.14215363922431107
2.3979,10.291,3.8796,3.7213,0.00094197,0.029326,2.4249,2.5151,24.044,0.70127,5.00E+07,15,SPIMDL08718.TAB,46.21471376399087,1.5366008794098547E8,9.386972900651472E-4,-4.1640173035058E-13,0.44103476714297635
1.6225,7.6791,3.634,3.1621,0.021127,0.033443,0.94347,3.8118,9.3228,0.65429,5.00E+07,15,SPIMDL08719.TAB,36.234520781842356,1.6106462981021008E8,0.004924353890459839,-4.851366479225093E-12,0.571904597928355
2.1326,3.0874,3.7919,4.186,0.030908,0.00099456,0.4822,4.7892,34.39,0.66433,5.00E+07,15,SPIMDL08720.TAB,32.29477245848487,1.504283124791844E8,4.6912827363819126E-8,6.17188372739178E-16,0.19225571676698586
1.4997,11.267,3.089,4.5906,0.03605,0.015708,2.3817,6.7572,3.884,0.26742,5.00E+07,15,SPIMDL08721.TAB,22.918044028716924,1.5924947868970683E8,0.05415631142302967,9.613918028160993E-11,0.40763110692497107
2.7223,7.5522,3.7015,3.0325,0.0014177,0.0022102,2.3812,3.7856,11.017,0.47957,5.00E+07,15,SPIMDL08722.TAB,44.1532651832031,1.629193626121488E8,0.011278292224679295,-1.1620141028724369E-11,0.04312848900300993
5.3395,3.4882,3.49,4.0723,0.010548,0.0029275,0.66044,7.949,15.399,0.16696,5.00E+07,15,SPIMDL08723.TAB,32.38892895063954,1.5302498736596063E8,7.837550917515578E-4,-2.0863632800517746E-13,0.1677486342567686
6.7847,9.2077,3.9169,4.2442,0.03733,0.0028696,1.9587,5.1045,4.9238,0.39858,5.00E+07,15,SPIMDL08724.TAB,51.07226572167803,1.4825505135603553E8,0.10531195773262589,-7.648465384758931E-12,0.2500709575162729
4.5429,2.1579,3.9969,3.5514,0.021344,0.0075003,2.399,3.6731,22.089,0.71558,5.00E+07,15,SPIMDL08725.TAB,37.274685563352534,1.55868372485669E8,9.985096023843128E-5,2.944594547323976E-15,0.22162958643548708
5.7961,5.2559,3.1649,3.5345,0.024938,0.043708,0.44522,6.7734,32.701,0.61607,5.00E+07,15,SPIMDL08726.TAB,43.83164886084366,1.6353324880179006E8,2.0686427068512287E-5,-2.08852933770805E-15,0.7022770718408278
4.3948,6.5602,3.6926,3.124,0.039151,0.036474,1.9259,5.8062,28.074,0.74124,5.00E+07,15,SPIMDL08727.TAB,41.55476485891384,1.6240765344784546E8,1.8921278507530527E-4,-2.247829876166876E-13,0.6736968215152874
5.6367,5.669,3.0148,4.6319,0.034411,0.020968,0.76638,7.4847,12.671,0.61897,5.00E+07,15,SPIMDL08728.TAB,39.43935802529062,1.5260120856072113E8,0.0061191091129202246,2.9198703238486607E-12,0.4865921071089225
3.0588,10.817,3.5815,4.2475,0.024979,0.022261,1.9425,3.3921,2.8501,0.5163,5.00E+07,15,SPIMDL08729.TAB,46.39328212375758,1.5225206841775492E8,0.12318082156041911,1.720789581295538E-11,0.49661051030376857
5.2554,11.076,3.8597,4.6761,0.049232,0.029873,1.9375,4.6896,18.715,0.47054,5.00E+07,15,SPIMDL08730.TAB,47.02467313663212,1.4541049626741448E8,0.008838638962840144,9.119958225509113E-12,0.7076480473304032
4.2647,11.414,3.4338,3.6584,0.011019,0.040596,0.92066,7.2073,27.592,0.22979,5.00E+07,15,SPIMDL08731.TAB,41.612050795173374,1.5967431928926155E8,7.588875057646503E-4,3.748992731925207E-13,0.6180989086133654
3.181,4.7354,4.6309,4.655,0.038149,0.017226,1.8011,3.2416,18.311,0.07358,5.00E+07,15,SPIMDL08732.TAB,37.99993475669904,1.3911801057482004E8,6.74038985575008E-4,2.8164793494324283E-14,0.49908226514106424
2.8096,3.8151,4.4763,4.4804,0.0053477,0.014846,0.95436,5.9571,34.845,0.73104,5.00E+07,15,SPIMDL08733.TAB,29.870876013067864,1.416658847245049E8,3.86801211824654E-8,-5.61699118558624E-16,0.2744791366484197
1.5997,9.1469,3.9139,4.4236,0.014439,0.029206,1.1472,2.2646,6.2851,0.0683,5.00E+07,15,SPIMDL08734.TAB,39.3654857087045,1.4763218470586857E8,0.025694301126800108,7.706797321373426E-13,0.5628595988547873
5.6459,12.552,3.7035,4.4271,0.014087,0.024516,1.0934,6.0204,3.7372,0.34307,5.00E+07,15,SPIMDL08735.TAB,49.155474330446545,1.4942082507910496E8,0.11287199845321717,1.0835240411560636E-11,0.4474997841691536
6.1764,7.8617,3.9427,4.2987,0.049265,0.034223,2.4752,3.7293,20.871,0.31306,5.00E+07,15,SPIMDL08736.TAB,48.727772160865754,1.4732613510541266E8,0.005291183098080935,1.851640223185346E-12,0.7656975199340849
4.8792,9.3394,3.5766,3.2814,0.034988,0.022465,0.34213,3.6381,21.162,0.60699,5.00E+07,15,SPIMDL08737.TAB,65.29744229700565,1.6154034382375485E8,0.0017978458500071959,-8.103177811192911E-13,0.5170322048480184
4.5097,9.8333,3.8786,3.2476,0.0073008,0.046385,1.6464,6.3375,19.021,0.46497,5.00E+07,15,SPIMDL08738.TAB,42.263822025022606,1.581836441007436E8,0.0038060056922973795,-4.0797642304230866E-12,0.682492805944255
2.6451,12.679,3.0007,3.1004,0.026433,0.015375,2.4081,4.2239,25.065,0.52551,5.00E+07,15,SPIMDL08739.TAB,44.49599940755402,1.7187887829254326E8,0.00147277078853186,3.988700152034604E-13,0.3287184829039343
3.2936,2.6093,3.8377,3.8729,0.040342,0.015907,2.0407,3.0366,13.103,0.73945,5.00E+07,15,SPIMDL08740.TAB,39.6410941752487,1.5261442334978065E8,0.0012879095113593536,4.166541687926858E-14,0.4472718867488366
4.2946,5.6287,3.0014,4.2087,0.031936,0.0069293,1.7401,8.3457,9.7404,0.54046,5.00E+07,15,SPIMDL08741.TAB,33.36976126449621,1.5792185177901778E8,0.01259784956813715,1.2291116284785688E-11,0.2587865294946071
2.9128,12.213,3.0729,4.3401,0.035072,0.047158,2.3671,4.5614,33.013,0.057176,5.00E+07,15,SPIMDL08742.TAB,38.06176658252151,1.5793789527528316E8,4.989333273052274E-4,1.6539783225711526E-12,0.8198595993882837
4.9758,11.521,3.9267,4.0192,0.042539,0.015257,0.53223,6.802,10.373,0.049514,5.00E+07,15,SPIMDL08743.TAB,45.24712755198656,1.5054522602542374E8,0.023041206949157258,1.7664913361735487E-12,0.44872518708506715
2.1783,8.7049,3.0552,3.9911,0.0069121,0.035334,1.9543,2.0106,22.21,0.71275,5.00E+07,15,SPIMDL08744.TAB,51.19418659734978,1.6066381992723817E8,7.685916950695157E-4,1.7987013248773838E-12,0.5295334610935754
2.107,3.149,3.0064,4.3135,0.0054874,0.017361,2.4193,7.7819,31.463,0.62111,5.00E+07,15,SPIMDL08745.TAB,21.182434035632916,1.5739996163095796E8,7.43243800332288E-7,5.212803014198381E-15,0.2827431277743249
4.8364,9.7377,4.6337,3.4419,0.013717,0.041803,2.0634,4.033,30.638,0.29554,5.00E+07,15,SPIMDL08746.TAB,47.77353865886978,1.4929120035129908E8,5.83579967736361E-4,-1.4213476435084453E-12,0.708706459898329
2.0435,4.4088,3.8418,4.2698,0.048591,0.025239,0.49759,6.6401,28.248,0.20036,5.00E+07,15,SPIMDL08747.TAB,25.493342367911374,1.4970352670336127E8,4.211083035671743E-7,1.762112922842572E-15,0.6249595373325926
2.5381,5.4629,4.4463,4.1571,0.032117,0.008714,1.4769,4.0962,4.2586,0.39414,5.00E+07,15,SPIMDL08748.TAB,36.148495774693764,1.4435694472895846E8,0.044615386499810755,-1.2121536968718544E-11,0.3178565841581233
2.6251,10.663,4.286,3.4235,0.044877,0.0071084,1.5413,8.9717,2.0117,0.4293,5.00E+07,15,SPIMDL08749.TAB,26.76001313665484,1.5014269885389152E8,0.08399066261383373,-7.224412983205855E-11,0.3369020387832718
5.6986,8.7292,3.6688,3.5204,0.00064051,0.031709,1.5946,5.3521,18.931,0.50657,5.00E+07,15,SPIMDL08750.TAB,50.32581057745653,1.5812575522775817E8,0.005129340257239242,-8.690403657127097E-13,0.45840138061385194
4.4482,4.6132,4.254,3.367,0.044987,0.0043741,1.7472,3.3578,12.478,0.61846,5.00E+07,15,SPIMDL08751.TAB,49.46117108287065,1.547231459979284E8,0.0061698030278603665,-3.891306930586447E-12,0.30062850334187347
6.8682,9.769,3.78,3.948,0.018523,0.00049474,0.93771,7.5575,31.953,0.072007,5.00E+07,15,SPIMDL08752.TAB,48.04871974796779,1.525491238507938E8,6.434667283433677E-4,1.23627707534446E-13,0.10416173401745223
6.6511,8.9558,4.2922,3.94,0.023404,0.005813,0.32835,4.6482,5.9094,0.42996,5.00E+07,15,SPIMDL08753.TAB,60.14715970392687,1.476560175892376E8,0.06360446311736778,-1.0387006924285189E-11,0.22044180292234603
5.9459,3.9018,3.2583,4.4167,0.027021,0.042136,2.1945,5.7197,9.528,0.58956,5.00E+07,15,SPIMDL08754.TAB,35.64911506218431,1.503829313182864E8,0.017063337656922292,3.15272658179001E-12,0.7602639908167266
5.0915,11.52,3.5659,4.6881,0.016501,0.037003,1.0815,4.9685,8.6907,0.37748,5.00E+07,15,SPIMDL08755.TAB,49.704094640535835,1.4861895250827613E8,0.04262961500045992,3.563538039166482E-11,0.6396996770144764
5.3946,5.3076,3.4172,4.4676,0.049108,0.04162,0.42059,2.4555,15.042,0.44026,5.00E+07,15,SPIMDL08756.TAB,63.05356475253432,1.5044248516572878E8,0.003319418723675565,6.174313525101268E-13,0.8445180896233123
6.9405,7.5494,3.2806,3.8316,0.0075177,0.016608,1.5092,2.2952,23.622,0.40816,5.00E+07,15,SPIMDL08757.TAB,70.84446696944788,1.5822459115052134E8,0.002753341110763632,1.0212727017031712E-12,0.283140615760893
6.7694,8.9789,3.255,3.521,0.030589,0.04989,2.3974,5.2447,26.948,0.26654,5.00E+07,15,SPIMDL08758.TAB,49.65815514272611,1.626306977650036E8,0.002419043656538341,8.429091813115219E-13,0.8079517251704562
1.9376,9.8761,3.8841,3.4621,0.024953,0.027334,2.0363,7.6507,7.9977,0.16494,5.00E+07,15,SPIMDL08759.TAB,23.891362933259895,1.550002849117243E8,0.015523435136804774,-1.0971576411436217E-11,0.5190538732288161
1.878,2.0197,3.0202,4.4123,0.04485,0.047882,2.4975,4.4478,33.751,0.52196,5.00E+07,15,SPIMDL08760.TAB,22.833217595770062,1.5401293053147674E8,1.9203972971566053E-8,-2.7545686129992944E-16,0.9285392243804329
3.9763,2.6161,3.375,3.7085,0.045342,0.03481,0.88443,3.578,6.2417,0.71276,5.00E+07,15,SPIMDL08761.TAB,42.63669646391223,1.5861827978713003E8,0.012965231617773947,-4.617609707044516E-13,0.6972061233931427
5.1045,8.7834,4.0108,3.58,0.037768,0.030607,1.1059,3.0119,22.484,0.53543,5.00E+07,15,SPIMDL08762.TAB,60.82892758685855,1.5385649156705788E8,0.0018909536154789637,-1.1662823110591278E-12,0.6301220697522533
2.6471,3.9704,3.6395,4.2573,0.010617,0.029456,1.5843,4.8132,20.634,0.14208,5.00E+07,15,SPIMDL08763.TAB,31.483926501132604,1.5084130334357646E8,7.870719717584563E-5,1.0701729139520982E-13,0.4960888634134129
6.9107,11.996,3.8974,3.4447,0.019655,0.049392,1.8033,4.3171,4.9154,0.5699,5.00E+07,15,SPIMDL08764.TAB,57.74344878899334,1.5650756936175513E8,0.11518683694291393,-5.269227258658042E-11,0.7826007986385246
5.6546,4.3863,3.4113,4.2407,0.024731,0.0034989,2.0944,6.3968,25.31,0.5842,5.00E+07,15,SPIMDL08765.TAB,37.364419087689235,1.517644841698701E8,2.903633427081138E-4,1.3187586300722007E-13,0.18176845307907552
5.2051,8.2383,3.5345,3.5801,0.0050968,0.046917,0.65898,3.9104,11.213,0.73636,5.00E+07,15,SPIMDL08766.TAB,59.36464134914326,1.5897499702149624E8,0.016462444964604313,4.777978704366567E-13,0.6777616293303542
4.2022,12.452,4.0861,4.3256,0.013464,0.012802,1.7913,3.6948,21.128,0.44481,5.00E+07,15,SPIMDL08767.TAB,50.93027186507569,1.4635024710545978E8,0.004831589366756811,1.7204183347809173E-12,0.3581916060289845
5.6645,6.3761,3.3096,3.8945,0.015332,0.03653,1.7799,8.8979,19.708,0.24465,5.00E+07,15,SPIMDL08768.TAB,34.75708575346356,1.575893792877797E8,0.002123651173155827,1.1460912847530073E-12,0.5906714857175746
6.0623,9.7482,4.4171,4.6197,0.0047445,0.021715,0.61768,3.5273,21.663,0.15586,5.00E+07,15,SPIMDL08769.TAB,59.40249275502523,1.4107570838168553E8,0.0034879869086047845,6.783177521691271E-13,0.38168860602737137
4.645,5.5338,3.1275,3.753,0.0056019,0.025212,1.1109,4.7344,14.655,0.64758,5.00E+07,15,SPIMDL08770.TAB,48.8810054535591,1.613935296997044E8,0.0035068893340587594,1.759858680372211E-12,0.3844025660461441
3.0347,2.7404,3.8812,3.7333,0.046123,0.045195,2.0486,2.0765,19.98,0.68882,5.00E+07,15,SPIMDL08771.TAB,44.013043697512536,1.5392666545813364E8,8.496890314246738E-5,-3.103352884274657E-14,0.8573168080179208
3.9155,6.6699,4.0778,3.1123,0.037878,0.025562,2.1137,5.3686,31.728,0.04442,5.00E+07,15,SPIMDL08772.TAB,38.793024117256834,1.5827404264943877E8,7.206133602522032E-5,-1.6961427372480914E-13,0.5438007521929707
5.6588,6.7881,4.2967,3.4335,0.032974,0.019233,2.0412,3.7354,23.695,0.33038,5.00E+07,15,SPIMDL08773.TAB,51.22423519791496,1.5347923651011544E8,0.0014379791203978616,-1.38449981431284E-12,0.45301376227016016
6.5229,11.826,3.7456,3.2054,0.025903,0.041213,2.0874,7.811,28.128,0.40275,5.00E+07,15,SPIMDL08774.TAB,44.94372334119503,1.6056272440761402E8,0.0024197827670229466,-2.121797606582046E-12,0.6853241094745075
5.6888,8.3108,4.4353,4.1752,0.010086,0.015716,0.34597,4.3851,23.573,0.094198,5.00E+07,15,SPIMDL08775.TAB,55.334282441634514,1.443957709192724E8,0.0011260319747170011,-2.6850884489056117E-13,0.31469115089181765
4.2162,8.6361,4.2212,3.9931,0.049305,0.046962,1.4683,6.5085,6.2871,0.18592,5.00E+07,15,SPIMDL08776.TAB,36.17857745563353,1.4774699512687835E8,0.045592785978610884,-1.0067998662177787E-11,0.9283674239594666
6.5475,4.1772,3.9456,4.4852,0.01806,0.02835,0.54268,4.6396,27.184,0.093156,5.00E+07,15,SPIMDL08777.TAB,44.732923652720224,1.4517239185252607E8,9.131213870253929E-5,-5.21449034842014E-14,0.58155512309444
6.115,6.988,3.987,4.556,0.022957,0.03628,0.66076,4.5313,28.731,0.056446,5.00E+07,15,SPIMDL08778.TAB,49.80651227055222,1.4485496378700948E8,3.198879625862738E-4,1.237320776698304E-13,0.6770377469121905
6.0925,3.9776,3.0935,4.1256,0.012056,0.0048408,1.5676,5.3608,22.823,0.57638,5.00E+07,15,SPIMDL08779.TAB,42.83217066884327,1.554204164193621E8,4.0442672598737584E-4,-5.454429589038571E-14,0.1348791440357121
4.6583,10.091,3.22,4.6183,0.044467,0.048765,2.1103,5.3954,23.54,0.64111,5.00E+07,15,SPIMDL08780.TAB,42.79224737868235,1.5241795668263674E8,0.0028324959737013704,6.844430077368638E-12,0.9042513631393403
3.9807,8.387,3.9996,4.6494,0.042313,0.0061817,1.6852,2.786,31.995,0.39094,5.00E+07,15,SPIMDL08781.TAB,52.10024354237719,1.441918694426225E8,1.911862262653388E-4,2.575187499434274E-13,0.36010020728236874
1.6272,2.2491,3.3892,3.1311,0.038095,0.032359,1.8126,2.9653,14.779,0.27465,5.00E+07,15,SPIMDL08782.TAB,31.355736258031115,1.6628093054853657E8,5.660707124501116E-5,-3.823383147749E-14,0.7741941579502961
5.1168,12.479,3.0301,3.3405,0.044674,0.0050816,1.0405,6.151,23.896,0.025618,5.00E+07,15,SPIMDL08783.TAB,52.78101912462906,1.6849877255681285E8,0.0030831492852535164,1.7184824929816072E-12,0.274738807157596
5.3189,2.7576,4.4967,3.1827,0.035906,0.048096,1.676,2.1419,11.344,0.61013,5.00E+07,15,SPIMDL08784.TAB,51.117745791879344,1.5693696553083313E8,0.006361638088748747,1.4251672402660927E-12,0.849564316354332
2.4971,4.4676,3.4818,3.4639,0.02554,0.021357,2.063,4.8456,32.278,0.28412,5.00E+07,15,SPIMDL08785.TAB,33.023330603788054,1.6086599724924096E8,2.230187060704647E-6,-4.4099080926156784E-15,0.45864076447945595
2.3565,4.6879,4.0817,3.3724,0.012736,0.010932,0.62194,7.0603,24.657,0.036926,5.00E+07,15,SPIMDL08786.TAB,27.900003767046652,1.540796964367299E8,3.94350472120835E-6,-1.0312368904155846E-14,0.24107728197225597
6.3796,6.7901,4.6316,4.3691,0.036724,0.02025,0.93236,5.1802,26.423,0.059265,5.00E+07,15,SPIMDL08787.TAB,45.69952534878834,1.4146842071233732E8,6.060476413115566E-4,-7.70270979922523E-14,0.5213747653898978
3.6415,3.4508,3.153,3.2073,0.029489,0.029113,0.97502,6.0931,7.4702,0.047914,5.00E+07,15,SPIMDL08788.TAB,34.142303628271364,1.6803475791023478E8,0.009140787950924108,2.343667837267477E-13,0.5210707251652376
2.3757,5.6758,4.3856,3.0863,0.023389,0.0063649,0.84517,3.2133,27.65,0.030785,5.00E+07,15,SPIMDL08789.TAB,43.880185025479335,1.5394594741322044E8,7.586111981478141E-6,-3.412906774208757E-14,0.21635733202345356
6.2241,6.2462,3.0764,4.1842,0.027902,0.010923,1.3026,2.758,20.438,0.63154,5.00E+07,15,SPIMDL08790.TAB,64.68497721266189,1.5607231332621545E8,0.002530078017816245,1.3580124582941196E-12,0.3234665341156087
1.7845,7.6941,3.1761,3.6831,0.037022,0.027256,1.6229,6.5378,8.6022,0.51936,5.00E+07,15,SPIMDL08791.TAB,26.731044047682335,1.6382324028227815E8,0.009051695556359148,8.341054232044647E-12,0.5425100303129881
5.1162,2.1788,4.6904,4.2558,0.024481,0.013822,2.1901,6.4937,25.046,0.69352,5.00E+07,15,SPIMDL08792.TAB,25.50116972477063,1.4302496071511632E8,3.6908824159836005E-5,1.2485796625168506E-14,0.3579074076161012
4.6201,5.961,4.3164,3.1116,0.025015,0.017495,1.2391,8.6971,14.847,0.27379,5.00E+07,15,SPIMDL08793.TAB,33.55773151481392,1.5554976567784768E8,0.0027729360640541593,-3.3254831094149324E-12,0.38099529755093986
3.533,3.6016,4.587,3.7932,0.048532,0.02644,1.1567,2.8761,16.523,0.44117,5.00E+07,15,SPIMDL08794.TAB,44.663180439410944,1.4724883272231713E8,4.186682354973678E-4,-3.0053961368943774E-13,0.650610339938396
1.4758,6.9125,4.6599,4.0491,0.0074745,0.046318,2.454,5.5139,11.596,0.33355,5.00E+07,15,SPIMDL08795.TAB,21.33864220833407,1.4237431242545673E8,0.003663871441386409,-4.14444169405657E-12,0.764466193283947
2.7522,12.321,4.1469,4.0493,0.008248,0.042897,1.4321,3.823,21.237,0.38396,5.00E+07,15,SPIMDL08796.TAB,41.707948681577115,1.479329694486165E8,0.0019824693742321957,-2.5339624532480155E-13,0.7515988873008119
4.4277,4.9678,3.8866,4.0844,0.0084262,0.034835,1.5592,8.7116,6.6261,0.016536,5.00E+07,15,SPIMDL08797.TAB,28.566406236465895,1.5005895940305504E8,0.025445786127527188,2.5241866626917315E-12,0.5644664885680026
2.3057,11.822,4.3196,3.4671,0.021777,0.039637,1.3073,2.94,9.7135,0.26388,5.00E+07,15,SPIMDL08798.TAB,43.5782319390536,1.5065975337289038E8,0.014933267825246954,-2.1179545274857313E-11,0.6995214674750683
3.5018,5.2465,4.6809,3.397,0.025118,0.0091347,1.0918,5.7814,23.397,0.67527,5.00E+07,15,SPIMDL08799.TAB,37.04607618115748,1.486596462791077E8,7.806820882885155E-5,-1.836465111531554E-13,0.2743891196271925
5.2014,12.912,4.4159,3.878,0.029118,0.0019482,2.4121,7.7948,34.661,0.4148,5.00E+07,15,SPIMDL08800.TAB,39.8165948744409,1.4672501406154078E8,7.785927421447221E-4,-8.365846185988159E-13,0.18647321101383502
6.069,6.9328,3.7784,4.6446,0.037453,0.024059,0.48041,7.4335,12.142,0.72087,5.00E+07,15,SPIMDL08801.TAB,41.72779838076141,1.4614885916762984E8,0.009728460339436019,2.801050222089543E-12,0.5963380449478427
1.4298,8.4847,3.6,3.3284,0.048295,0.032598,2.4769,6.2525,25.703,0.058029,5.00E+07,15,SPIMDL08802.TAB,21.908269474011412,1.600837495850822E8,1.347704604031694E-4,-1.0361839803246822E-13,0.6758994349234709
